UnityMillis	ArduinoMillis	EDA	IBI	Distance
2920	441	13	57	-11	700	11.00
3040	550	13	56	-9	699	50.00
3120	650	12	56	-7	699	7.00
3220	750	11	56	-5	698	49.00
3336	860	10	57	-4	699	7.00
3435	960	6	59	-2	699	49.00
3551	1070	-1	64	0	698	7.00
3651	1179	1	69	1	699	49.00
3767	1280	1	69	3	698	7.00
3867	1389	12	75	5	699	48.00
3983	1499	24	77	7	699	49.00
4082	1599	37	79	7	701	49.00
4182	1709	53	80	7	700	49.00
4282	1809	64	81	7	699	49.00
4406	1918	36	81	7	698	49.00
4496	2018	7	80	6	698	49.00
4597	2118	-3	78	6	698	49.00
4689	2219	-12	74	6	698	49.00
4819	2328	-16	67	5	698	50.00
4918	2438	-17	62	4	698	50.00
5011	2538	-18	62	4	698	49.00
5140	2648	-17	58	3	699	49.00
5240	2757	-15	56	3	698	50.00
5344	2857	-18	55	3	699	49.00
5446	2957	-19	55	4	699	49.00
5530	3057	-19	54	4	699	49.00
5649	3167	-27	58	5	698	49.00
5754	3267	-34	61	4	698	49.00
5855	3377	-31	60	3	699	49.00
5959	3477	-30	60	2	699	49.00
6064	3587	-31	59	1	699	49.00
6180	3696	-32	60	1	699	7.00
6283	3796	-32	59	2	699	48.00
6377	3896	-34	59	2	699	49.00
6476	3996	-35	60	1	698	48.00
6580	4096	-34	58	0	698	48.00
6703	4196	-27	55	0	699	48.00
6786	4305	-32	53	2	699	49.00
6890	4406	-41	56	3	699	49.00
7019	4515	-41	60	1	699	48.00
7090	4615	-43	62	-1	698	49.00
7201	4715	-38	57	-2	698	48.00
7306	4815	-31	56	-4	699	7.00
7389	4915	-30	55	-4	698	48.00
7500	5015	-21	49	-7	699	48.00
7621	5125	-20	49	-7	699	48.00
7721	5234	-20	47	-5	698	7.00
7824	5335	-22	50	-4	699	49.00
7933	5444	-21	53	-3	698	7.00
8032	5544	-29	59	-3	698	49.00
8135	5644	-31	58	-2	698	49.00
8239	5744	-41	60	-4	699	49.00
8339	5854	-34	53	-4	699	49.00
8442	5954	-35	50	-2	700	49.00
8542	6064	-30	44	-3	698	49.00
8658	6173	-26	39	-3	701	49.00
8757	6274	-28	35	-3	702	48.00
8873	6383	-29	30	-4	701	47.00
8973	6493	-35	4	-4	701	7.00
9072	6593	-43	-9	-3	700	45.00
9188	6703	-48	-12	-4	726	7.00
9288	6803	-48	-13	-5	787	43.00
9403	6913	-48	-11	-4	804	7.00
9503	7022	-46	-9	-2	801	43.00
9602	7122	-45	-8	-3	703	7.00
9702	7222	-45	-8	-5	700	43.00
9801	7322	-45	-7	-6	798	43.00
10121	7432	-44	-5	-7	804	43.00
10121	7532	-43	-4	-7	805	43.00
10121	7642	-43	-3	-8	805	43.00
10242	7751	-43	-1	-9	803	43.00
10329	7852	-40	3	-9	803	43.00
10445	7961	-29	16	-7	800	46.00
10544	8061	-19	27	-3	800	48.00
10644	8161	-11	34	0	800	64.00
10743	8261	-5	37	0	800	62.00
10863	8371	-2	38	1	801	64.00
10962	8471	0	38	0	809	65.00
11062	8581	3	38	1	821	66.00
11170	8690	5	36	1	816	65.00
11286	8791	2	38	4	805	7.00
11369	8891	7	38	2	813	7.00
11485	9000	4	38	3	804	118.00
11584	9100	8	38	2	801	7.00
11684	9200	11	38	0	801	7.00
11800	9310	14	38	-2	805	11.00
11899	9419	9	36	0	807	67.00
12015	9520	6	38	0	809	67.00
