UnityMillis	ArduinoMillis	EDA	IBI	Distance
2590	455	0	2	-11
2590	471	0	2	-11
2609	485	0	2	-11
2609	500	0	2	-11
2626	515	0	2	-11
2643	530	0	2	-11
2659	545	0	2	-10
2677	560	0	1	-10
2694	575	0	1	-10
2711	590	0	1	-10
2741	605	0	1	-10
2741	620	0	1	-10
2741	635	1	1	-10
2761	650	1	1	-10
2778	665	1	1	-10
2794	679	1	1	-10
2811	695	1	1	-10
2828	710	1	1	-9
2849	724	1	1	-9
2849	740	1	1	-9
2877	755	1	1	-9
2877	770	1	1	-9
2913	785	1	1	-9
2913	800	1	1	-9
2930	815	1	1	-9
2947	830	1	1	-9
2963	844	1	1	-9
2980	860	1	1	-9
2997	875	1	1	-9
3013	889	1	0	-9
3013	905	2	0	-9
3030	920	1	0	-8
3057	934	1	0	-8
3057	950	1	0	-8
3077	965	1	0	-8
3094	979	1	0	-8
3113	995	0	0	-8
3130	1009	0	0	-8
3147	1025	0	0	-8
3147	1040	0	0	-8
3163	1054	0	0	-8
3180	1070	0	0	-8
3196	1085	0	0	-8
3230	1099	0	0	-8
3230	1115	0	0	-8
3246	1130	0	0	-8
3263	1144	0	0	-8
3282	1160	-1	0	-7
3282	1174	-1	0	-7
3318	1189	-2	0	-7
3318	1205	-2	0	-7
3349	1220	-3	0	-7
3349	1234	-3	0	-7
3382	1250	-3	0	-7
3382	1264	-3	0	-7
3399	1280	-3	0	-7
3415	1295	-3	0	-7
3432	1309	-3	0	-7
3448	1325	-3	0	-7
3466	1339	-3	0	-7
3466	1354	-3	0	-7
3482	1370	-3	0	-7
3499	1384	-3	0	-7
3515	1399	-3	0	-7
3545	1415	-3	0	-7
3545	1429	-3	0	-7
3565	1444	-3	0	-7
3582	1460	-3	0	-7
3582	1474	-3	0	-7
3599	1489	-3	0	-7
3615	1504	-3	0	-7
3632	1519	-3	0	-7
3650	1534	-3	0	-7
3666	1549	-3	0	-7
3698	1564	-3	0	-7
3698	1580	-3	0	-7
3714	1594	-3	0	-7
3734	1609	-3	0	-6
3734	1625	-3	0	-6
3758	1639	-3	0	-6
3786	1654	-3	0	-6
3786	1669	-4	0	-6
3803	1684	-4	0	-6
3833	1699	-4	0	-6
3833	1714	-4	0	-6
3866	1729	-5	0	-6
3866	1744	-5	0	-6
3883	1760	-6	0	-6
3899	1774	-7	0	-6
3899	1789	-8	0	-6
3917	1804	-8	0	-6
3934	1819	-9	1	-6
3951	1833	-10	1	-6
3967	1849	-10	2	-6
3984	1864	-10	2	-6
4002	1879	-10	2	-6
4034	1894	-10	2	-6
4034	1909	-11	3	-5
4034	1924	-12	3	-5
4050	1939	-12	4	-5
4067	1954	-13	4	-5
4085	1969	-13	5	-5
4102	1984	-13	7	-4
4119	1998	-13	8	-4
4135	2014	-12	10	-4
4152	2029	-12	11	-5
4168	2043	-12	13	-5
4168	2059	-11	15	-5
4197	2074	-11	16	-5
4222	2088	-10	18	-5
4222	2104	-10	19	-5
4253	2119	-10	20	-5
4253	2134	-10	22	-5
4270	2149	-10	23	-5
4286	2163	-9	23	-5
4303	2179	-9	24	-5
4303	2194	-9	25	-5
4320	2208	-9	25	-5
4349	2224	-9	25	-5
4349	2239	-9	25	-5
4373	2253	-8	24	-5
4406	2269	-8	24	-5
4406	2283	-7	24	-5
4423	2298	-7	24	-5
4453	2314	-7	23	-5
4453	2328	-7	23	-5
4453	2343	-7	23	-5
4470	2359	-7	23	-5
4502	2373	-7	22	-5
4502	2388	-7	22	-4
4522	2404	-7	21	-4
4539	2418	-7	20	-4
4555	2434	-7	19	-4
4572	2448	-8	17	-4
4572	2463	-9	16	-4
4588	2479	-9	14	-4
4605	2493	-10	12	-4
4622	2508	-10	10	-4
4654	2524	-11	8	-4
4654	2538	-11	7	-4
4670	2553	-12	5	-4
4687	2569	-13	4	-5
4704	2583	-13	2	-5
4722	2598	-13	1	-5
4739	2614	-13	0	-5
4755	2628	-13	-1	-5
4755	2643	-13	-2	-5
4772	2658	-13	-2	-5
4788	2673	-13	-2	-5
4817	2689	-13	-2	-5
4817	2703	-13	-2	-5
4837	2718	-13	-2	-5
4854	2734	-13	-2	-5
4870	2748	-13	-2	-5
4887	2763	-13	-2	-5
4887	2778	-14	-1	-5
4905	2793	-14	-1	-5
4922	2808	-15	-1	-5
4939	2824	-16	-1	-5
4969	2838	-17	-1	-5
4969	2853	-18	-1	-5
4989	2868	-21	0	-5
5006	2883	-24	0	-5
5006	2898	-27	0	-5
5023	2913	-31	0	-5
5039	2928	-34	0	-5
5056	2942	-36	0	-5
5074	2958	-38	0	-5
5090	2973	-39	0	-5
5122	2988	-41	1	-5
5122	3003	-43	1	-5
5141	3018	-44	1	-5
5141	3033	-46	1	-5
5158	3048	-47	1	-5
5175	3063	-48	1	-5
5192	3078	-49	1	-5
5208	3093	-49	1	-5
5225	3107	-50	1	-5
5242	3123	-50	1	-5
5269	3138	-50	1	-5
5269	3152	-51	1	-5
5289	3168	-51	1	-5
5306	3183	-51	1	-5
5326	3197	-51	1	-5
5326	3213	-51	1	-5
5343	3228	-51	1	-5
5359	3243	-51	1	-5
5376	3258	-50	1	-5
5392	3272	-50	1	-5
5409	3288	-50	1	-5
5437	3303	-50	1	-5
5437	3317	-50	1	-5
5457	3333	-49	0	-5
5457	3348	-48	0	-5
5474	3362	-47	0	-5
5491	3378	-46	0	-5
5509	3393	-45	0	-5
5526	3407	-44	0	-5
5543	3423	-43	0	-5
5559	3437	-42	0	-5
5589	3452	-40	0	-5
5589	3468	-39	0	-5
5609	3482	-37	0	-5
5609	3497	-35	0	-5
5626	3513	-33	0	-5
5642	3527	-29	0	-4
5659	3543	-26	-1	-4
5676	3558	-22	-1	-4
5693	3572	-18	-2	-4
5710	3588	-15	-2	-5
5741	3602	-11	-2	-5
5741	3617	-8	-3	-5
5758	3633	-6	-3	-6
5777	3647	-3	-3	-6
5777	3662	-1	-4	-6
5794	3678	0	-4	-6
5811	3692	0	-4	-6
5827	3707	1	-4	-6
5844	3723	2	-4	-6
5860	3737	2	-4	-6
5878	3752	3	-4	-6
5917	3767	3	-4	-6
5917	3782	4	-4	-7
5917	3798	4	-4	-7
5945	3812	5	-4	-7
5945	3827	5	-4	-7
5962	3843	5	-4	-7
5979	3857	5	-4	-7
5995	3872	5	-4	-8
6013	3888	5	-3	-9
6030	3902	5	-3	-9
6030	3917	4	-2	-9
6046	3932	4	-1	-10
6073	3947	4	0	-9
6097	3962	4	1	-9
6097	3977	5	3	-9
6115	3992	5	5	-8
6145	4007	5	6	-8
6145	4022	6	8	-7
6162	4037	6	11	-7
6178	4052	6	13	-6
6178	4067	5	15	-5
