UnityMillis	ArduinoMillis	EDA	IBI	Distance
4210	10	523.25
4219	22	261.63
4220	33	261.63
4221	45	261.63
4222	57	261.63
4223	68	261.63
4224	79	261.63
4224	92	261.63
4225	103	261.63
4226	114	261.63
4226	126	261.63
4253	138	261.63
4254	149	261.63
4255	161	261.63
4256	173	261.63
4270	185	261.63
4270	196	261.63
4286	207	261.63
4303	220	261.63
4304	231	261.63
4320	243	261.63
4337	254	261.63
4353	266	261.63
4355	278	261.63
4371	289	261.63
4386	302	261.63
4387	313	261.63
4402	325	261.63
4419	336	261.63
4435	348	261.63
4436	360	261.63
4452	371	261.63
4468	384	261.63
4469	395	261.63
4485	406	261.63
4502	418	261.63
4503	430	261.63
4518	442	261.63
4536	453	261.63
4537	464	261.63
4552	477	261.63
4568	488	261.63
4585	500	261.63
4586	512	261.63
4602	523	261.63
4618	535	261.63
4620	546	261.63
4637	559	261.63
4654	570	261.63
4655	581	261.63
4671	593	261.63
4689	605	261.63
4690	617	261.63
4706	628	261.63
4720	640	261.63
4737	652	261.63
4738	663	261.63
4753	675	261.63
4770	687	261.63
4771	699	261.63
4786	710	261.63
4803	721	261.63
4819	734	261.63
4821	745	261.63
4837	757	261.63
4853	769	261.63
4854	780	261.63
4869	792	261.63
4886	803	261.63
4903	816	261.63
4904	827	261.63
4920	838	261.63
4921	850	261.63
4937	862	261.63
4952	874	261.63
4969	885	261.63
4971	897	261.63
4985	909	261.63
5002	920	261.63
5003	932	261.63
5018	944	261.63
5035	955	261.63
5052	967	261.63
5052	978	261.63
5068	991	261.63
5086	1002	261.63
5087	1014	261.63
5101	1026	261.63
5117	1037	261.63
5134	1049	261.63
5136	1060	261.63
5151	1073	261.63
5168	1084	261.63
5169	1096	261.63
5186	1107	261.63
5203	1120	261.63
5204	1131	261.63
5219	1143	261.63
5234	1155	261.63
5251	1166	261.63
5252	1178	261.63
5268	1189	261.63
5284	1202	261.63
5286	1213	261.63
5301	1225	261.63
5317	1236	261.63
5334	1249	261.63
5335	1260	261.63
5352	1272	261.63
5368	1284	261.63
5369	1296	261.63
5383	1307	261.63
5400	1318	261.63
5418	1331	261.63
5419	1342	261.63
5433	1354	261.63
5450	1366	261.63
5451	1378	261.63
5466	1389	261.63
5483	1401	261.63
5499	1413	261.63
5501	1425	261.63
5516	1436	261.63
5534	1447	261.63
5536	1460	261.63
5549	1471	261.63
5566	1483	261.63
5583	1495	261.63
5585	1507	261.63
5599	1518	261.63
5615	1530	261.63
5617	1542	261.63
5632	1554	261.63
5669	1565	261.63
5670	1576	261.63
5672	1589	261.63
5684	1600	261.63
5686	1612	261.63
5701	1624	261.63
5715	1636	261.63
5732	1647	261.63
5735	1659	261.63
5748	1671	261.63
5764	1683	261.63
5767	1694	261.63
5781	1705	261.63
5797	1718	261.63
5822	1729	261.63
5823	1741	261.63
5835	1753	261.63
5852	1765	261.63
5853	1776	261.63
5869	1788	261.63
5886	1800	261.63
5887	1812	261.63
5902	1823	261.63
5919	1835	261.63
5936	1847	261.63
5938	1858	261.63
5954	1870	261.63
5955	1882	261.63
5970	1894	261.63
5996	1905	261.63
5998	1917	261.63
6013	1929	261.63
6015	1941	261.63
6031	1952	261.63
6050	1964	261.63
6052	1976	261.63
6065	1987	261.63
6080	1999	261.63
6097	2011	261.63
6100	2023	261.63
6114	2034	261.63
6130	2046	261.63
6132	2058	261.63
6161	2070	261.63
6162	2081	261.63
6178	2093	261.63
6179	2105	261.63
6195	2116	261.63
6211	2128	261.63
6212	2140	261.63
6228	2152	261.63
6244	2163	261.63
6261	2176	261.63
6262	2187	261.63
6277	2199	261.63
6293	2210	261.63
6295	2223	261.63
6336	2234	261.63
6337	2245	261.63
6355	2257	261.63
6356	2269	261.63
6357	2281	261.63
6380	2292	261.63
6384	2305	261.63
6396	2316	261.63
6412	2328	261.63
6414	2339	261.63
6429	2351	261.63
6445	2363	261.63
6470	2374	261.63
6471	2386	261.63
6472	2398	261.63
6486	2410	261.63
6503	2421	261.63
6520	2434	261.63
6521	2445	261.63
6536	2457	261.63
6555	2468	261.63
6557	2480	261.63
6570	2492	261.63
6587	2503	261.63
6588	2515	261.63
6604	2527	261.63
6629	2539	261.63
6631	2550	261.63
6646	2563	261.63
6647	2574	261.63
6662	2586	261.63
6679	2597	261.63
6696	2610	261.63
6698	2621	261.63
6713	2632	261.63
6729	2644	261.63
6730	2656	261.63
6745	2668	261.63
6762	2679	261.63
6788	2692	261.63
6790	2703	261.63
6791	2715	261.63
6810	2726	261.63
6823	2739	261.63
6825	2750	261.63
6840	2761	261.63
6857	2774	261.63
6873	2785	261.63
6874	2797	261.63
6889	2808	261.63
6906	2821	261.63
6907	2832	261.63
6923	2844	261.63
6950	2855	261.63
6951	2868	261.63
6966	2879	261.63
6967	2890	261.63
6983	2903	261.63
7001	2914	261.63
7002	2926	261.63
7017	2937	261.63
7033	2950	261.63
7061	2961	261.63
7063	2973	261.63
7069	2984	261.63
7080	2997	261.63
7081	3008	261.63
7108	3019	261.63
7110	3032	261.63
7125	3043	261.63
7142	3055	261.63
7143	3066	261.63
7160	3079	261.63
7177	3090	261.63
7178	3102	261.63
7193	3113	261.63
7210	3126	261.63
7211	3137	261.63
7227	3148	261.63
7243	3161	261.63
7244	3172	261.63
7276	3184	261.63
7278	3195	261.63
7294	3208	261.63
7295	3219	261.63
7310	3231	261.63
7327	3243	261.63
7328	3255	261.63
7344	3266	261.63
7359	3277	261.63
7376	3290	261.63
7377	3301	261.63
7393	3313	261.63
7419	3324	261.63
7421	3337	261.63
7422	3348	261.63
7436	3360	261.63
7452	3372	261.63
7469	3384	261.63
7471	3395	261.63
7486	3406	261.63
7502	3419	261.63
7503	3430	261.63
7519	3442	261.63
7535	3453	261.63
7552	3466	261.63
7553	3477	261.63
7578	3489	261.63
7579	3501	261.63
7596	3513	261.63
7597	3524	261.63
7618	3535	261.63
7632	3548	261.63
7646	3559	261.63
7648	3571	261.63
7662	3582	261.63
7679	3595	261.63
7680	3606	261.63
7696	3618	261.63
7712	3630	261.63
7742	3642	261.63
7744	3653	261.63
7745	3664	261.63
7759	3677	261.63
7761	3688	261.63
7776	3700	261.63
7792	3712	261.63
7810	3724	261.63
7812	3735	261.63
7827	3747	261.63
7844	3759	261.63
7845	3771	261.63
7860	3782	261.63
7877	3793	261.63
7878	3806	261.63
7909	3817	261.63
7910	3829	261.63
7925	3841	261.63
7942	3853	261.63
7944	3864	261.63
7959	3876	261.63
7960	3888	261.63
7975	3900	261.63
7992	3911	261.63
8012	3922	261.63
8013	3935	261.63
8028	3946	261.63
8057	3958	261.63
8075	3970	261.63
8076	3982	261.63
8091	3993	261.63
8092	4005	261.63
8094	4017	261.63
8108	4029	261.63
8124	4040	261.63
8126	4051	261.63
8141	4064	261.63
8158	4075	261.63
8174	4087	261.63
8175	4099	261.63
8191	4111	261.63
8225	4122	261.63
8227	4134	261.63
8228	4146	261.63
8242	4158	261.63
8243	4169	261.63
8258	4180	261.63
8275	4193	261.63
8276	4204	261.63
8292	4216	261.63
8309	4228	261.63
8324	4240	261.63
8326	4251	261.63
8342	4263	261.63
8358	4275	261.63
8374	4287	261.63
8375	4298	261.63
8391	4310	261.63
8408	4322	261.63
8409	4333	261.63
8424	4345	261.63
8441	4357	261.63
8457	4369	261.63
8459	4380	261.63
8474	4392	261.63
8491	4404	261.63
8492	4416	261.63
8508	4427	261.63
8524	4440	261.63
8526	4451	261.63
8542	4462	261.63
8557	4474	261.63
8558	4486	261.63
8573	4498	261.63
8590	4509	261.63
8607	4521	261.63
8608	4533	261.63
8623	4545	261.63
8639	4556	261.63
8641	4569	261.63
8657	4580	261.63
8673	4591	261.63
8689	4603	261.63
8690	4615	261.63
8706	4627	261.63
8723	4638	261.63
8724	4651	261.63
8739	4662	261.63
8756	4674	261.63
8772	4685	261.63
8773	4698	261.63
8789	4709	261.63
8805	4720	261.63
8806	4732	261.63
8822	4744	261.63
8839	4756	261.63
8856	4767	261.63
8857	4780	261.63
8872	4791	261.63
8888	4803	261.63
8889	4814	261.63
8905	4827	261.63
8921	4838	261.63
8923	4850	261.63
8938	4861	261.63
8956	4873	261.63
8974	4885	261.63
8975	4896	261.63
8990	4909	261.63
9007	4920	261.63
9008	4932	261.63
9024	4943	261.63
9042	4956	261.63
9043	4967	261.63
9057	4979	261.63
9075	4990	261.63
9076	5002	261.63
9090	5014	261.63
9107	5025	261.63
9124	5038	261.63
9125	5049	261.63
9140	5061	261.63
9157	5072	261.63
9158	5085	261.63
9173	5096	261.63
9190	5108	261.63
9206	5120	261.63
9208	5131	261.63
9223	5143	261.63
9239	5154	261.63
9240	5167	261.63
9256	5178	261.63
9273	5190	261.63
9289	5201	261.63
9291	5214	261.63
9308	5225	261.63
9322	5237	261.63
9324	5249	261.63
9339	5261	261.63
9355	5272	261.63
9357	5283	261.63
9372	5296	261.63
9389	5307	261.63
9405	5319	261.63
9406	5330	261.63
9421	5343	261.63
9438	5354	261.63
9440	5366	261.63
9454	5378	261.63
9471	5390	261.63
9488	5401	261.63
9489	5412	261.63
9504	5425	261.63
9521	5436	261.63
9522	5448	261.63
9537	5459	261.63
9554	5472	261.63
9571	5483	261.63
9571	5495	261.63
9587	5507	261.63
9603	5519	261.63
9604	5530	261.63
9620	5542	261.63
9637	5554	261.63
