UnityMillis	ArduinoMillis	EDA	IBI	Distance
2659	455	0	0	-12
2675	471	0	0	-12
2691	485	0	0	-12
2708	500	0	0	-12
2725	515	0	0	-12
2746	530	0	0	-11
2746	545	0	0	-11
2774	560	0	0	-11
2790	575	0	0	-11
2790	590	0	0	-11
2807	605	0	0	-11
2826	620	0	-1	-11
2843	635	0	-1	-11
2859	650	0	-1	-11
2877	665	0	-1	-11
2902	679	0	-1	-11
2902	695	0	-1	-10
2941	710	1	-1	-10
2941	724	1	-1	-10
2941	740	1	-1	-10
2958	755	1	-1	-10
2974	770	1	-1	-10
2991	785	1	-1	-10
3010	800	1	-1	-10
3027	815	1	-1	-10
3043	830	1	-1	-10
3060	844	1	-1	-10
3060	860	1	-1	-10
3093	875	1	-1	-10
3093	889	1	-1	-9
3110	905	1	-1	-9
3127	920	1	-1	-9
3143	934	1	-1	-9
3160	950	2	-1	-9
3176	965	2	-1	-9
3193	979	2	-1	-9
3210	995	2	-1	-9
3241	1009	2	-1	-9
3241	1025	2	-1	-9
3241	1040	2	-1	-9
3258	1054	2	-1	-9
3277	1070	2	-1	-9
3294	1085	2	-2	-9
3311	1099	2	-2	-9
3327	1115	3	-2	-9
3344	1130	3	-2	-9
3361	1144	3	-2	-8
3378	1160	3	-2	-8
3378	1174	3	-2	-8
3410	1189	3	-2	-8
3410	1205	4	-2	-8
3426	1219	4	-2	-8
3443	1234	4	-2	-8
3461	1250	4	-2	-8
3478	1264	4	-2	-8
3495	1280	4	-2	-8
3495	1295	4	-2	-8
3511	1309	4	-2	-8
3530	1325	4	-2	-8
3561	1339	4	-2	-8
3561	1354	4	-2	-8
3578	1370	4	-2	-8
3595	1384	4	-2	-8
3611	1399	4	-2	-8
3630	1415	4	-2	-8
3630	1429	5	-2	-8
3646	1444	5	-2	-8
3663	1460	5	-2	-8
3680	1474	5	-2	-8
3696	1489	5	-2	-7
3730	1504	5	-2	-7
3730	1519	5	-2	-7
3747	1534	5	-2	-7
3763	1549	5	-2	-7
3780	1564	5	-2	-7
3797	1580	5	-2	-7
3813	1594	5	-2	-7
3813	1609	5	-2	-7
3830	1625	5	-2	-7
3846	1639	5	-2	-7
3893	1654	5	-2	-7
3893	1669	6	-2	-7
3893	1684	6	-2	-7
3914	1699	6	-2	-7
3930	1714	6	-2	-7
3947	1729	6	-2	-7
3947	1744	6	-2	-7
3964	1759	6	-2	-7
3980	1774	6	-2	-7
3998	1789	6	-2	-7
4050	1804	6	-2	-7
4050	1819	6	-2	-7
4050	1833	6	-2	-7
4067	1849	6	-2	-7
4067	1864	6	-3	-7
4083	1879	6	-3	-7
4100	1894	6	-3	-7
4116	1909	6	-3	-7
4133	1925	6	-3	-7
4150	1939	6	-3	-7
4166	1953	6	-3	-7
4197	1969	6	-3	-7
4197	1984	6	-3	-7
4214	1998	6	-3	-7
4231	2014	6	-3	-7
4247	2029	7	-3	-7
4247	2043	7	-3	-7
4266	2059	7	-3	-7
4283	2074	7	-3	-6
4299	2088	7	-3	-6
4316	2104	7	-3	-7
4332	2119	7	-3	-7
4365	2134	7	-3	-7
4365	2149	7	-3	-7
4382	2163	7	-3	-7
4399	2179	7	-3	-7
4399	2194	7	-3	-7
4415	2208	7	-3	-7
4433	2224	7	-3	-7
4450	2239	7	-3	-7
4467	2253	7	-3	-7
4483	2269	7	-3	-7
4513	2283	7	-3	-7
4513	2298	7	-3	-8
4534	2314	7	-3	-8
4534	2328	7	-3	-9
4551	2343	7	-3	-10
4567	2359	8	-3	-11
4584	2373	8	-3	-12
4600	2388	8	-3	-13
4618	2404	8	-3	-14
4635	2418	8	-3	-15
4665	2434	8	-3	-16
4665	2448	8	-3	-17
4665	2463	8	-3	-17
4682	2479	8	-3	-18
4699	2493	8	-3	-18
4718	2508	9	-3	-19
4734	2524	9	-3	-19
4751	2538	9	-3	-19
4768	2553	9	-3	-19
4786	2569	9	-3	-20
4786	2583	9	-3	-20
4817	2598	9	-3	-21
4817	2613	9	-3	-22
4834	2628	8	-3	-23
4851	2643	8	-3	-24
4870	2659	8	-4	-25
4886	2673	8	-4	-26
4903	2689	8	-4	-26
4920	2703	8	-4	-27
4920	2718	8	-4	-28
4936	2734	7	-4	-28
4953	2748	7	-4	-28
4986	2763	7	-4	-29
4986	2778	7	-4	-29
5003	2793	7	-4	-30
5019	2808	7	-4	-30
5036	2823	7	-4	-31
5053	2838	7	-4	-32
5070	2853	6	-4	-33
5087	2868	7	-4	-33
5103	2883	7	-4	-34
5103	2898	7	-4	-34
5150	2913	7	-4	-35
5150	2928	7	-4	-35
5150	2942	7	-4	-36
5170	2958	7	-4	-36
5186	2973	7	-4	-37
5203	2988	7	-4	-38
5219	3003	7	-4	-38
5238	3018	7	-4	-39
5238	3033	7	-4	-40
5255	3048	7	-4	-40
5285	3063	7	-4	-41
5285	3078	7	-4	-41
5302	3093	7	-4	-41
5319	3107	7	-4	-41
5338	3123	7	-4	-42
5354	3138	7	-4	-42
5371	3152	7	-4	-43
5371	3168	7	-4	-43
5388	3183	7	-4	-44
5404	3197	7	-4	-44
5422	3213	7	-4	-44
5453	3228	7	-4	-45
5453	3243	7	-4	-45
5470	3258	7	-4	-46
5487	3272	7	-4	-46
5506	3289	7	-4	-46
5506	3303	7	-4	-47
5523	3317	7	-4	-47
5539	3333	7	-4	-47
5556	3348	7	-4	-47
5573	3362	7	-4	-47
5593	3378	7	-4	-47
