UnityMillis	ArduinoMillis	EDA	IBI	Distance
2614	456	-12	3	-32
2631	471	-11	3	-34
2631	486	-10	3	-36
2645	501	-10	3	-37
2662	516	-10	2	-38
2679	531	-10	2	-40
2695	546	-10	1	-41
2712	561	-10	1	-42
2731	576	-10	1	-44
2748	590	-10	0	-44
2764	606	-10	0	-45
2764	621	-11	-2	-46
2781	635	-12	-3	-47
2797	651	-13	-5	-47
2814	666	-14	-5	-48
2830	680	-14	-6	-49
2847	696	-14	-6	-50
2864	711	-13	-6	-51
2880	726	-12	-6	-52
2897	741	-12	-5	-53
2897	756	-12	-5	-53
2915	771	-12	-5	-54
2931	786	-12	-5	-54
2948	800	-11	-5	-54
2965	816	-11	-5	-55
2981	831	-11	-4	-55
2998	845	-10	-4	-56
3014	861	-10	-4	-57
3031	876	-10	-4	-57
3031	891	-10	-4	-57
3047	906	-10	-4	-57
3064	921	-10	-3	-57
3082	935	-10	-3	-57
3099	951	-9	-3	-57
3115	965	-9	-3	-57
3132	980	-9	-3	-57
3148	996	-8	-3	-57
3165	1010	-8	-2	-56
3181	1026	-8	-2	-56
3198	1041	-8	-2	-56
3215	1055	-8	-2	-56
3215	1071	-8	-1	-56
3231	1086	-7	-1	-56
3248	1100	-7	-1	-56
3265	1116	-7	-1	-56
3282	1130	-7	-1	-56
3299	1145	-7	-1	-55
3315	1161	-7	-1	-55
3332	1175	-7	-1	-55
3349	1190	-7	-1	-55
3349	1206	-7	-1	-55
3366	1220	-6	-1	-55
3383	1235	-6	-1	-54
3399	1251	-7	-1	-54
3416	1265	-7	-1	-53
3435	1281	-7	-1	-53
3452	1295	-7	-1	-53
3452	1310	-7	-1	-52
3485	1326	-7	-1	-52
3485	1340	-6	-1	-52
3502	1355	-6	-1	-52
3519	1371	-7	-1	-51
3535	1385	-7	-1	-50
3551	1400	-7	-1	-49
3568	1416	-8	-1	-48
3585	1430	-8	-2	-46
3601	1445	-9	-2	-44
3601	1460	-10	-3	-42
3619	1475	-11	-3	-39
3636	1490	-12	-4	-36
3652	1505	-14	-5	-32
3669	1520	-16	-6	-28
3685	1536	-17	-6	-23
3702	1550	-19	-7	-19
3719	1565	-20	-7	-15
3735	1580	-21	-8	-11
3735	1595	-21	-8	-8
3752	1610	-21	-7	-6
3769	1625	-21	-7	-4
3785	1640	-21	-7	-2
3802	1655	-21	-6	0
3819	1670	-21	-5	0
3836	1685	-21	-5	1
3852	1700	-21	-4	1
3869	1715	-21	-3	2
3886	1730	-21	-3	2
3903	1744	-21	-2	2
3919	1760	-20	-2	2
3919	1775	-21	-2	2
3936	1789	-21	-1	1
3953	1805	-21	-1	1
3969	1820	-21	-1	1
3986	1835	-21	-1	1
4002	1850	-21	-1	1
4019	1865	-21	-1	1
4036	1880	-21	-1	1
4052	1895	-21	-1	1
4052	1909	-21	-1	1
4071	1925	-20	-1	0
4088	1940	-20	-1	0
4104	1954	-20	0	0
4121	1970	-20	0	0
4137	1985	-20	0	0
4154	1999	-20	-1	0
4171	2015	-19	-1	0
4187	2030	-19	-1	0
4187	2044	-19	-1	0
4204	2060	-18	0	-1
4220	2074	-18	0	-1
4237	2089	-18	0	0
4254	2105	-17	0	0
4270	2119	-18	0	1
4287	2135	-18	0	4
4303	2150	-18	1	7
4320	2164	-18	1	12
4337	2180	-18	1	17
4337	2195	-18	1	23
4354	2209	-18	1	30
4371	2225	-18	1	35
