UnityMillis	ArduinoMillis	EDA	IBI	Distance
21993	11	650	-3388	20578
22029	21	686	-3392	20590
22029	31	684	-3432	20548
22029	43	640	-3536	20586
22045	53	624	-3476	20476
22045	64	514	-3482	20516
22062	74	498	-3438	20566
22080	84	530	-3356	20528
22080	95	534	-3354	20580
22109	105	520	-3400	20572
22109	116	572	-3386	20494
22109	126	620	-3386	20608
22128	137	604	-3404	20670
22128	148	568	-3424	20582
22145	158	642	-3456	20648
22176	168	636	-3444	20578
22176	178	684	-3408	20556
22176	188	642	-3404	20548
22196	198	618	-3428	20570
22196	209	624	-3438	20504
22228	220	556	-3414	20596
22228	230	578	-3408	20508
22228	241	602	-3378	20612
22245	251	582	-3398	20590
22245	262	608	-3358	20598
22261	273	612	-3358	20548
22261	283	642	-3378	20560
22278	294	688	-3368	20660
22297	305	636	-3396	20758
22297	315	684	-3386	20524
22328	325	594	-3426	20626
22328	335	574	-3388	20558
22328	345	524	-3448	20610
22345	355	520	-3408	20504
22345	365	578	-3406	20570
22361	375	564	-3390	20642
22381	386	604	-3392	20508
22381	396	582	-3376	20550
22397	407	600	-3450	20478
22397	417	656	-3394	20528
22414	428	584	-3434	20562
22432	438	576	-3458	20614
22432	449	530	-3436	20602
22448	459	584	-3432	20562
22448	470	598	-3444	20584
22496	481	624	-3436	20550
22496	491	616	-3436	20546
22496	502	604	-3458	20560
22496	513	668	-3422	20510
22513	523	618	-3390	20598
22529	534	612	-3370	20564
22529	544	638	-3408	20558
22548	555	562	-3512	20594
22548	566	630	-3418	20274
22565	576	610	-3466	20506
22582	587	596	-3422	20616
22582	598	612	-3430	20602
22598	608	578	-3370	20670
22616	619	644	-3326	20562
22616	629	608	-3346	20550
22616	640	692	-3306	20490
22664	651	698	-3436	20688
22664	661	620	-3478	20600
22664	671	604	-3548	20710
22664	683	620	-3416	20498
22681	693	602	-3402	20676
22697	703	590	-3384	20584
22697	714	568	-3314	20588
22720	724	576	-3356	20608
22720	735	560	-3386	20606
43667	11	632	-3388	20578
43667	21	658	-3428	20626
43667	32	600	-3424	20572
43685	43	634	-3434	20540
43685	53	588	-3446	20534
43701	64	630	-3430	20548
43718	74	632	-3456	20578
43718	84	592	-3430	20588
43734	94	636	-3364	20598
43734	104	600	-3396	20540
43750	114	588	-3482	20496
43767	125	584	-3452	20588
43767	136	600	-3458	20588
43784	146	594	-3422	20566
43801	158	592	-3412	20548
43801	169	660	-3404	20594
43827	180	666	-3436	20536
43827	191	646	-3436	20538
43844	201	634	-3422	20566
43861	211	586	-3370	20560
43861	221	628	-3378	20568
43891	231	592	-3398	20572
43891	241	604	-3406	20550
43891	251	594	-3386	20516
43909	261	590	-3382	20516
43909	271	586	-3402	20568
43925	281	600	-3438	20560
43925	291	572	-3450	20512
43941	302	618	-3418	20536
43958	312	564	-3438	20582
43958	323	592	-3400	20604
43984	333	570	-3396	20576
43984	343	622	-3430	20622
43984	353	540	-3402	20528
44001	363	626	-3390	20572
44017	373	554	-3414	20578
44017	385	564	-3432	20512
44034	395	566	-3460	20478
44051	405	608	-3450	20578
44051	415	634	-3442	20580
44068	427	632	-3420	20582
44084	437	628	-3368	20502
44084	447	616	-3454	20618
44100	457	582	-3426	20584
44117	468	554	-3448	20578
44117	479	576	-3350	20632
44139	489	586	-3364	20568
44139	500	610	-3414	20556
44157	510	606	-3416	20510
44157	520	594	-3382	20580
44173	530	592	-3366	20546
44173	540	600	-3418	20554
44190	550	596	-3424	20578
44207	560	630	-3436	20518
44207	570	620	-3454	20534
44223	580	596	-3484	20558
44223	590	602	-3442	20524
44239	600	614	-3410	20532
44256	610	596	-3442	20574
44256	620	582	-3424	20588
44273	630	606	-3396	20590
44273	640	604	-3402	20580
44295	650	570	-3452	20530
44295	660	622	-3438	20562
44312	670	610	-3438	20524
44329	681	582	-3400	20598
44329	692	648	-3380	20612
44346	702	602	-3460	20518
44346	712	662	-3408	20550
44362	722	572	-3424	20578
44378	732	586	-3404	20522
44378	742	618	-3422	20616
44396	752	556	-3368	20624
44396	762	642	-3418	20620
44412	773	580	-3400	20566
44429	785	624	-3406	20604
44451	796	614	-3406	20582
44451	806	658	-3386	20498
44451	816	610	-3420	20574
44469	826	604	-3490	20572
44469	836	616	-3438	20602
44485	846	608	-3420	20542
44502	856	628	-3452	20570
44502	866	586	-3420	20558
44518	876	618	-3406	20622
44535	886	556	-3414	20582
44535	897	630	-3402	20638
44552	908	606	-3384	20624
44552	918	644	-3398	20634
44568	928	626	-3404	20574
44584	940	600	-3442	20566
44584	950	622	-3428	20604
44611	960	596	-3476	20546
44611	971	558	-3464	20564
44629	982	566	-3402	20510
44629	993	544	-3382	20514
44645	1003	598	-3354	20578
44661	1013	576	-3348	20522
44661	1024	626	-3396	20516
44679	1034	640	-3360	20554
44679	1045	640	-3398	20604
44697	1055	632	-3422	20604
44697	1065	666	-3440	20524
44713	1076	620	-3454	20576
44730	1086	624	-3432	20572
44730	1097	608	-3402	20620
44747	1107	582	-3382	20634
44771	1118	586	-3398	20590
44771	1128	620	-3394	20604
44771	1139	562	-3424	20584
44789	1149	608	-3430	20558
44805	1160	548	-3404	20538
44805	1171	606	-3416	20566
44822	1181	580	-3382	20592
44839	1191	610	-3366	20594
44839	1202	598	-3406	20552
44855	1212	582	-3456	20602
44871	1223	652	-3440	20588
44871	1233	634	-3438	20502
44888	1244	582	-3426	20546
44905	1255	632	-3440	20604
44905	1265	670	-3426	20538
44935	1275	602	-3430	20568
44935	1286	590	-3410	20512
44935	1296	610	-3388	20532
44952	1307	562	-3396	20552
44952	1317	584	-3428	20618
44969	1328	602	-3388	20576
44985	1338	662	-3394	20562
44985	1349	644	-3410	20610
45002	1359	628	-3410	20544
45019	1370	588	-3444	20492
45019	1380	594	-3466	20568
45035	1391	658	-3456	20622
45052	1401	650	-3434	20606
45052	1412	632	-3408	20590
45069	1424	666	-3386	20540
45111	1435	564	-3402	20548
45111	1445	612	-3422	20540
45111	1456	572	-3386	20624
45111	1467	548	-3390	20582
45111	1477	538	-3418	20502
45128	1487	524	-3434	20582
45145	1497	552	-3392	20516
45145	1508	630	-3408	20584
45161	1519	608	-3446	20610
45178	1529	618	-3474	20592
45178	1540	634	-3444	20610
45195	1550	632	-3462	20540
45211	1561	596	-3456	20590
45211	1571	592	-3430	20562
45228	1582	612	-3458	20538
45228	1592	596	-3402	20570
45264	1603	604	-3440	20518
45264	1613	564	-3456	20574
45264	1624	588	-3372	20594
45281	1635	634	-3442	20604
45281	1645	600	-3384	20640
45297	1655	592	-3420	20570
45314	1666	630	-3412	20558
45314	1677	668	-3390	20576
45330	1687	636	-3392	20500
45347	1697	674	-3388	20566
45347	1708	614	-3376	20524
45363	1718	606	-3432	20604
45363	1728	576	-3404	20556
45380	1739	596	-3420	20534
45408	1750	594	-3394	20566
45408	1760	564	-3430	20582
45408	1771	562	-3418	20634
45426	1781	542	-3404	20534
45426	1792	572	-3456	20596
45442	1802	632	-3392	20514
45458	1812	600	-3464	20516
45458	1823	636	-3414	20592
45475	1833	592	-3442	20568
45492	1844	628	-3438	20614
45492	1855	632	-3474	20520
45508	1865	604	-3468	20566
45508	1875	572	-3408	20552
45525	1886	626	-3414	20626
45542	1896	574	-3444	20512
45542	1907	578	-3430	20524
45563	1917	584	-3428	20516
45563	1928	580	-3424	20570
45581	1939	558	-3390	20532
45597	1949	618	-3398	20640
45597	1959	608	-3414	20570
45613	1970	592	-3408	20550
45630	1981	604	-3368	20496
45630	1991	628	-3380	20606
45647	2001	620	-3404	20562
45647	2011	698	-3442	20496
45664	2021	666	-3456	20544
45664	2031	606	-3428	20504
45680	2041	610	-3456	20544
45696	2052	562	-3448	20600
45696	2063	598	-3428	20550
45719	2073	570	-3482	20646
45719	2083	576	-3446	20560
45736	2093	538	-3464	20622
45753	2103	526	-3414	20546
45753	2113	588	-3420	20520
45769	2123	568	-3382	20576
45786	2135	624	-3414	20620
45786	2145	622	-3418	20562
45803	2155	628	-3450	20486
45803	2165	642	-3438	20556
45819	2177	588	-3450	20566
45819	2187	640	-3412	20560
45836	2197	592	-3422	20568
45853	2208	592	-3466	20522
45853	2219	582	-3412	20490
45875	2229	596	-3380	20522
45893	2240	570	-3420	20536
45893	2250	620	-3384	20604
45893	2260	612	-3378	20538
45909	2271	610	-3402	20562
45926	2282	634	-3436	20556
45926	2292	660	-3468	20566
45942	2302	674	-3460	20550
45958	2313	626	-3450	20548
45958	2323	624	-3424	20594
45975	2333	610	-3428	20602
45991	2344	592	-3436	20504
45991	2355	618	-3418	20532
46008	2365	586	-3412	20586
46039	2376	570	-3434	20530
46041	2386	532	-3428	20496
46041	2397	546	-3380	20498
46057	2408	602	-3432	20472
46057	2418	574	-3432	20532
46073	2428	624	-3450	20506
46073	2438	626	-3416	20568
46089	2448	632	-3412	20586
46106	2458	638	-3432	20518
46106	2468	620	-3434	20574
46123	2479	574	-3384	20546
46123	2489	602	-3450	20614
46139	2500	586	-3412	20586
46156	2510	538	-3384	20580
46156	2521	592	-3384	20546
46172	2531	568	-3408	20528
46208	2542	572	-3398	20582
46208	2552	606	-3452	20554
46208	2563	632	-3406	20546
46208	2574	620	-3454	20488
46225	2584	618	-3428	20582
46242	2594	574	-3446	20570
46242	2605	562	-3386	20542
46259	2615	610	-3384	20556
46275	2626	632	-3456	20550
46275	2636	590	-3396	20542
46292	2646	638	-3384	20584
46292	2657	604	-3446	20576
46308	2667	638	-3420	20562
46324	2677	630	-3424	20594
46324	2689	682	-3414	20598
46351	2699	660	-3426	20554
46351	2709	644	-3444	20538
46369	2720	602	-3446	20608
46369	2731	570	-3444	20524
46385	2741	620	-3404	20558
46385	2751	624	-3420	20550
46401	2762	526	-3390	20542
46418	2772	638	-3378	20566
46418	2783	616	-3426	20580
46434	2793	594	-3390	20490
46451	2805	646	-3402	20634
46451	2817	648	-3462	20552
46468	2827	606	-3438	20560
46484	2837	602	-3456	20558
46484	2848	568	-3430	20620
46507	2859	590	-3396	20610
46507	2869	592	-3414	20620
46525	2879	624	-3398	20542
46525	2890	550	-3368	20576
46541	2900	592	-3402	20576
46558	2911	636	-3458	20662
46558	2921	622	-3454	20616
46574	2931	638	-3476	20596
46591	2942	662	-3432	20526
46591	2953	626	-3416	20506
46607	2963	608	-3406	20630
46623	2974	662	-3416	20552
46623	2984	632	-3416	20588
46641	2995	600	-3394	20590
46641	3005	552	-3380	20532
46667	3015	574	-3404	20524
46667	3026	556	-3416	20654
46685	3037	556	-3452	20602
46685	3047	578	-3402	20580
46701	3057	618	-3432	20522
46718	3068	634	-3430	20506
46718	3079	620	-3430	20472
46734	3089	650	-3426	20564
46734	3099	628	-3366	20560
46751	3110	616	-3412	20508
46769	3121	668	-3432	20690
46769	3131	620	-3398	20496
46785	3141	648	-3400	20558
46801	3152	594	-3412	20600
46801	3163	624	-3444	20538
46827	3173	614	-3396	20586
46827	3183	590	-3444	20604
46844	3194	638	-3430	20582
46844	3205	612	-3400	20552
46861	3215	576	-3418	20570
46861	3225	572	-3430	20556
46877	3236	596	-3418	20582
46894	3248	608	-3390	20554
46911	3259	572	-3478	20566
46911	3269	574	-3380	20622
46927	3279	596	-3386	20590
46927	3289	636	-3380	20558
46944	3299	624	-3438	20580
46961	3309	620	-3440	20566
46961	3319	606	-3440	20588
46983	3329	642	-3424	20534
46983	3339	608	-3406	20558
47001	3349	570	-3384	20578
47001	3359	564	-3434	20564
47017	3371	554	-3416	20596
47017	3381	612	-3394	20522
47033	3391	594	-3330	20576
47050	3401	648	-3392	20594
47050	3412	698	-3382	20572
47067	3422	662	-3422	20646
47083	3433	668	-3422	20600
47083	3443	622	-3448	20588
47100	3453	650	-3426	20514
47100	3463	622	-3362	20564
47116	3473	622	-3444	20492
47139	3483	576	-3434	20580
47139	3493	592	-3456	20578
47139	3503	596	-3388	20544
47157	3513	556	-3432	20510
47173	3523	548	-3430	20618
47173	3534	546	-3362	20588
47190	3545	612	-3402	20608
47206	3555	596	-3398	20538
47206	3565	638	-3396	20568
47222	3576	586	-3450	20606
47240	3587	610	-3442	20544
47240	3597	640	-3424	20540
47255	3607	648	-3376	20600
47255	3617	640	-3460	20552
47273	3628	612	-3448	20550
47273	3639	598	-3444	20530
47299	3649	602	-3394	20610
47299	3659	564	-3430	20526
47317	3671	606	-3404	20570
47333	3681	580	-3398	20568
47333	3691	574	-3420	20568
47349	3702	618	-3422	20604
47349	3713	616	-3378	20568
47366	3723	660	-3376	20548
47383	3734	584	-3392	20528
47383	3744	682	-3444	20490
47400	3755	630	-3404	20568
47416	3765	656	-3430	20618
47416	3776	656	-3430	20564
47432	3786	656	-3424	20510
47455	3796	626	-3452	20538
47455	3807	600	-3454	20552
47455	3817	580	-3380	20628
47473	3828	596	-3440	20602
47489	3838	598	-3426	20492
47489	3849	604	-3412	20584
47506	3860	584	-3428	20616
47522	3870	590	-3478	20542
47522	3880	564	-3460	20534
47539	3891	628	-3448	20582
47555	3902	640	-3436	20558
47555	3912	618	-3414	20540
47572	3922	580	-3420	20572
47572	3933	600	-3416	20552
47588	3944	638	-3412	20572
47588	3954	584	-3402	20564
47611	3964	622	-3444	20584
47611	3974	600	-3410	20564
47629	3984	610	-3503	-258
47645	3994	598	-3406	20546
47645	4004	608	-3434	20600
47661	4014	644	-3408	20620
47678	4024	618	-3388	20596
47678	4034	654	-3376	20552
47695	4044	600	-3368	20550
47695	4055	608	-3366	20526
47711	4065	602	-3442	20562
47711	4076	610	-3458	20648
47728	4086	600	-3374	20572
47744	4097	582	-3402	20526
47744	4108	588	-3438	20524
47767	4118	616	-3426	20550
47767	4128	626	-3444	20502
47785	4139	582	-3380	20596
47785	4150	552	-3432	20554
47801	4160	612	-3458	20502
47818	4170	560	-3444	20548
