UnityMillis	ArduinoMillis	EDA	IBI	Distance
2510	441	-4	-1	-26	698	7.00
2607	541	-8	-8	-24	700	37.00
2712	641	-9	-8	-21	707	37.00
2816	741	-8	-7	-22	795	37.00
2915	850	-7	-7	-21	778	7.00
3021	951	-6	-6	-18	702	37.00
3125	1051	-4	-4	-14	702	7.00
3224	1160	0	1	-12	702	38.00
3328	1260	6	6	-8	703	7.00
3431	1360	11	12	-4	717	39.00
3530	1460	15	19	-5	762	39.00
3618	1560	19	29	-6	788	39.00
3740	1670	22	36	-8	798	40.00
3840	1779	24	37	-8	803	42.00
3944	1880	25	38	-8	804	42.00
4043	1980	30	49	-6	804	42.00
4160	2089	35	52	-6	804	42.00
4261	2189	36	52	-6	803	43.00
4345	2289	35	50	-6	802	42.00
4470	2399	28	48	-7	801	43.00
4558	2499	26	46	-8	800	7.00
4675	2609	27	47	-9	799	59.00
4781	2718	29	49	-8	798	69.00
4886	2819	29	50	-6	798	69.00
4985	2919	31	52	-6	808	103.00
5088	3027	33	53	-6	821	108.00
5191	3128	34	52	-6	821	109.00
5290	3228	34	53	-5	808	108.00
5392	3328	33	54	-4	800	110.00
5499	3428	32	54	-3	800	113.00
5598	3537	35	54	-3	800	103.00
5705	3638	36	51	-3	808	104.00
5809	3747	34	53	-1	800	110.00
5908	3847	33	53	-1	797	116.00
6013	3947	33	53	-1	792	7.00
6123	4057	32	52	-2	793	7.00
6222	4157	31	52	-2	794	7.00
6339	4267	30	51	-2	795	7.00
6439	4367	30	51	-2	796	11.00
6538	4476	29	51	-3	795	7.00
6637	4576	29	51	-3	794	7.00
6737	4676	27	50	-2	787	11.00
6853	4786	27	52	-3	776	7.00
6952	4886	26	51	-3	768	7.00
7068	4996	24	51	-4	721	7.00
7169	5096	22	52	-5	701	7.00
7268	5206	23	52	-5	700	11.00
7384	5315	22	52	-5	700	7.00
7484	5415	18	54	-5	700	7.00
7583	5515	19	54	-8	702	11.00
7682	5615	21	51	-8	703	111.00
7798	5725	15	50	-7	703	117.00
