UnityMillis	ArduinoMillis	EDA	IBI	Distance
2713	457	165	-15	-63
2713	470	165	-15	-63
2754	484	165	-15	-62
2754	499	165	-15	-62
2754	515	165	-15	-62
2778	529	165	-15	-61
2778	544	165	-15	-61
2833	559	165	-15	-60
2833	574	165	-15	-60
2833	589	165	-15	-59
2833	604	165	-14	-59
2857	619	165	-14	-58
2878	634	166	-14	-58
2878	649	166	-14	-57
2894	664	166	-14	-57
2926	678	166	-14	-56
2926	694	166	-14	-56
2942	709	166	-14	-55
2994	723	166	-14	-55
2994	739	166	-14	-54
2994	754	166	-14	-54
3010	769	166	-13	-53
3010	784	166	-13	-53
3030	799	166	-13	-53
3062	814	166	-13	-52
3062	829	166	-13	-52
3079	843	166	-13	-51
3095	859	166	-13	-51
3125	874	166	-13	-50
3125	888	166	-13	-50
3146	904	167	-12	-49
3146	919	167	-12	-49
3163	933	167	-12	-48
3179	949	167	-12	-48
3196	964	167	-12	-47
3213	978	167	-12	-47
3230	994	167	-12	-47
3247	1008	167	-12	-46
3273	1024	167	-12	-46
3273	1039	167	-12	-45
3293	1053	167	-11	-45
3314	1069	167	-11	-44
3314	1084	167	-11	-44
3331	1098	167	-11	-44
3347	1114	167	-11	-43
3364	1129	167	-11	-43
3381	1143	167	-11	-42
3398	1159	167	-11	-42
3425	1173	167	-11	-42
3425	1188	167	-11	-41
3445	1204	167	-10	-41
3462	1218	167	-10	-40
3462	1233	167	-10	-40
3479	1249	168	-10	-40
3498	1263	168	-10	-39
3515	1278	168	-10	-39
3546	1294	168	-10	-38
3546	1308	168	-10	-38
3562	1324	168	-10	-38
3594	1338	168	-10	-37
3594	1353	168	-9	-37
3614	1369	168	-9	-37
3614	1383	168	-9	-36
3631	1398	168	-9	-36
3647	1414	168	-9	-35
3664	1428	168	-9	-35
3682	1443	168	-9	-35
3699	1459	168	-9	-34
3716	1473	168	-9	-34
3746	1488	168	-9	-34
3746	1503	168	-8	-33
3766	1518	168	-8	-33
3766	1533	168	-8	-33
3783	1548	168	-8	-32
3800	1563	168	-8	-32
3816	1579	168	-8	-32
3833	1593	168	-8	-31
3849	1608	168	-8	-31
3850	1624	168	-8	-31
3866	1638	168	-8	-30
3893	1653	168	-8	-30
3913	1668	168	-7	-30
3913	1683	168	-7	-30
3930	1698	168	-7	-29
3950	1713	168	-7	-29
3967	1728	168	-7	-29
3983	1743	168	-7	-28
4000	1758	168	-7	-28
4017	1773	168	-7	-28
4034	1788	168	-7	-27
4034	1803	168	-7	-27
4061	1818	169	-7	-27
4082	1832	169	-7	-27
4082	1848	169	-7	-26
4098	1863	169	-6	-26
4118	1878	169	-6	-26
4135	1893	169	-6	-26
4166	1908	169	-6	-25
4166	1923	169	-6	-25
4166	1938	169	-6	-25
4182	1953	169	-6	-25
4199	1968	169	-6	-24
4230	1983	169	-6	-24
4230	1997	169	-6	-24
4250	2013	169	-6	-24
4266	2028	169	-6	-23
4283	2042	169	-6	-23
4302	2058	169	-5	-23
4302	2073	169	-5	-23
4319	2087	169	-5	-22
4336	2103	169	-5	-22
4352	2118	169	-5	-22
4381	2132	169	-5	-22
4381	2148	169	-5	-22
4402	2162	169	-5	-21
4419	2178	169	-5	-21
4435	2193	169	-5	-21
4435	2207	169	-5	-21
4452	2223	169	-5	-20
4468	2238	169	-5	-20
4485	2252	169	-5	-20
4502	2268	169	-5	-20
4542	2283	169	-5	-20
4542	2297	169	-4	-19
4542	2313	169	-4	-19
4570	2327	169	-4	-19
4586	2342	169	-4	-19
4603	2358	169	-4	-19
4603	2372	169	-4	-19
4620	2387	169	-4	-18
4654	2403	169	-4	-18
4654	2417	169	-4	-18
4705	2433	169	-4	-18
4705	2447	169	-4	-18
4705	2462	169	-4	-17
4705	2478	169	-4	-17
4738	2492	169	-4	-17
4738	2507	169	-4	-17
4771	2523	169	-4	-17
4771	2537	169	-4	-17
4802	2552	169	-4	-16
4802	2568	169	-4	-16
4823	2582	169	-3	-16
4866	2597	169	-3	-16
4866	2612	169	-4	-16
4866	2627	168	-4	-15
4885	2642	168	-4	-15
4902	2657	167	-4	-15
4902	2672	167	-4	-14
4922	2688	167	-4	-14
4939	2702	167	-4	-14
4955	2717	167	-5	-14
4972	2733	167	-5	-14
4988	2747	166	-5	-13
5018	2762	166	-5	-13
5018	2777	165	-6	-13
5037	2792	165	-6	-12
5037	2807	165	-7	-12
5069	2822	165	-7	-11
5069	2837	164	-7	-10
5094	2852	164	-7	-9
5121	2867	164	-8	-8
5121	2882	164	-8	-7
5154	2897	163	-9	-7
5154	2912	163	-10	-7
5186	2927	163	-10	-7
5186	2942	163	-10	-6
5206	2957	163	-10	-5
5206	2972	163	-10	-4
5222	2987	163	-10	-3
5239	3002	163	-10	-2
5256	3017	163	-9	-2
5274	3032	163	-9	-2
5291	3047	163	-9	-1
5307	3062	163	-8	-1
5333	3077	163	-8	0
5333	3092	163	-8	0
5353	3106	164	-7	0
5353	3122	164	-7	1
5374	3137	164	-7	2
5391	3151	165	-6	3
5407	3167	165	-6	3
5424	3182	165	-5	4
5441	3196	165	-5	5
5458	3212	165	-5	5
5458	3227	165	-4	6
5490	3241	165	-4	7
5490	3257	165	-3	8
5507	3271	165	-3	9
5523	3287	165	-2	9
5542	3302	165	-2	10
5559	3316	165	-2	10
5575	3332	165	-2	11
5593	3347	165	-2	11
5593	3361	165	-2	12
5611	3377	165	-1	13
5642	3392	165	-1	14
5642	3406	165	-1	16
5669	3422	165	-1	17
5669	3436	165	-1	18
5690	3451	165	-1	20
5706	3467	165	-1	21
5726	3481	166	-1	22
5726	3496	166	-1	23
5743	3512	166	0	24
5759	3526	166	0	24
5776	3542	166	0	25
5793	3557	166	0	25
5810	3571	166	0	26
5837	3587	166	0	26
5838	3601	166	0	26
5858	3616	166	0	26
5874	3632	165	0	26
5894	3646	165	0	26
5894	3661	165	0	26
5911	3677	165	0	26
5927	3691	165	0	26
5944	3706	165	0	26
5961	3722	165	0	26
5978	3736	165	0	27
6006	3751	165	0	27
6006	3766	165	0	27
6026	3781	165	0	28
6043	3796	165	0	28
6043	3811	165	0	28
6059	3826	165	0	28
6078	3842	165	0	28
6095	3856	165	0	29
6111	3871	165	0	29
6128	3887	165	0	29
6145	3901	165	0	29
6174	3916	165	0	29
6174	3931	165	0	29
6194	3946	165	0	29
6194	3961	165	0	30
6211	3976	165	0	30
6227	3991	165	0	30
