UnityMillis	ArduinoMillis	EDA	IBI	Distance
3567	433	12	30	-38	706	7468.00
3692	540	13	29	-37	704	587.00
3874	641	13	30	-35	718	100.00
3991	750	13	30	-33	708	735.00
4236	860	12	29	-31	708	273.00
4463	960	11	29	-30	707	962.00
4702	1070	10	29	-28	708	0.00
4932	1170	9	29	-27	708	0.00
5161	1280	8	29	-25	707	448.00
5367	1389	8	28	-24	708	618.00
5587	1489	8	28	-24	708	0.00
5865	1589	8	28	-23	708	0.00
6107	1689	8	28	-22	708	0.00
6328	1789	7	28	-21	708	0.00
6535	1889	6	28	-21	708	0.00
6712	1998	5	28	-20	707	0.00
6935	2099	6	28	-20	707	0.00
7199	2208	5	28	-20	707	0.00
7489	2309	5	28	-20	708	0.00
7703	2418	5	27	-20	707	0.00
7936	2518	6	27	-20	707	0.00
8169	2618	6	27	-20	707	0.00
8388	2727	7	26	-20	708	0.00
8542	2828	7	26	-20	708	0.00
8745	2937	7	26	-20	709	0.00
8920	3037	8	26	-20	709	0.00
9063	3137	8	26	-20	710	0.00
9178	3237	10	28	-20	711	0.00
9288	3338	15	37	-20	712	0.00
9409	3446	21	41	-23	711	0.00
9517	3547	21	38	-23	711	0.00
9617	3656	22	37	-24	709	0.00
9716	3757	23	37	-24	711	0.00
9826	3866	25	38	-25	714	0.00
9930	3966	26	35	-25	714	0.00
10032	4066	25	31	-23	715	0.00
10144	4166	26	28	-19	715	0.00
10253	4276	25	22	-15	717	0.00
10361	4385	25	19	-14	716	0.00
10474	4486	25	17	-12	714	0.00
10575	4586	24	16	-8	715	0.00
10675	4696	23	12	-4	716	0.00
10782	4805	23	17	-4	717	0.00
10914	4915	29	23	-7	717	0.00
11018	5015	33	22	-9	716	0.00
11132	5125	33	20	-10	708	0.00
11238	5225	33	16	-10	718	0.00
11338	5335	35	13	-10	721	0.00
11441	5444	36	10	-10	708	0.00
11544	5544	36	12	-8	707	0.00
11640	5644	38	11	-7	735	0.00
11752	5744	38	12	-8	730	0.00
11850	5854	39	12	-8	700	0.00
11953	5954	40	13	-8	698	0.00
12064	6064	41	13	-8	701	0.00
12163	6173	41	13	-8	700	0.00
12264	6274	41	13	-8	700	0.00
12392	6383	42	14	-10	698	0.00
12496	6483	42	15	-10	703	0.00
12595	6583	42	14	-10	701	0.00
12703	6683	43	14	-11	701	0.00
12807	6793	43	15	-12	699	0.00
12908	6902	44	16	-15	698	0.00
13016	7003	45	18	-15	700	0.00
13121	7112	46	19	-16	702	0.00
13227	7213	46	21	-16	712	0.00
13342	7322	47	25	-16	701	0.00
13442	7432	48	25	-16	698	0.00
13545	7532	46	23	-15	709	0.00
13654	7642	41	28	-11	722	0.00
13753	7742	37	38	-9	714	0.00
