UnityMillis	ArduinoMillis	EDA	IBI	Distance
2568	441	0	5	-23	703	7.00
2670	550	0	4	-17	703	39.00
2778	650	1	5	-10	702	7.00
2879	750	3	6	-12	702	28.00
2995	860	4	5	-18	701	7.00
3095	960	6	7	-19	701	32.00
3194	1070	8	10	-20	701	7.00
3294	1170	8	11	-20	701	34.00
3410	1280	8	10	-19	700	7.00
3526	1389	9	9	-19	701	35.00
3609	1489	10	8	-18	701	7.00
3713	1589	10	8	-14	700	34.00
3812	1689	10	8	-10	701	35.00
3931	1799	10	8	-9	701	38.00
4024	1899	10	8	-10	700	39.00
4146	2009	10	8	-9	700	40.00
4250	2118	11	9	-9	700	7.00
4352	2219	11	9	-11	700	45.00
4452	2328	13	9	-11	700	7.00
4551	2428	14	9	-9	700	53.00
4654	2528	14	9	-8	700	7.00
4753	2628	15	9	-8	698	51.00
4863	2738	16	9	-8	699	7.00
4971	2847	16	9	-7	700	54.00
5072	2948	16	9	-6	700	7.00
5183	3057	17	9	-6	700	50.00
5292	3158	17	9	-7	700	7.00
5392	3267	17	9	-7	700	54.00
5504	3377	16	9	-7	700	55.00
5613	3477	17	9	-6	700	52.00
5712	3587	17	9	-5	700	55.00
5819	3687	17	10	-7	700	58.00
5929	3796	17	10	-7	700	57.00
6029	3896	17	9	-8	699	53.00
6120	3996	17	8	-10	699	7.00
6230	4096	18	7	-10	700	47.00
6331	4196	18	7	-10	712	48.00
6439	4305	18	9	-10	758	50.00
6561	4406	19	10	-11	789	51.00
6652	4516	20	12	-11	811	52.00
6755	4616	22	12	-13	811	52.00
6869	4725	23	11	-13	714	52.00
6952	4826	23	10	-13	699	7.00
7069	4935	23	9	-11	699	52.00
7181	5035	22	9	-10	699	7.00
7267	5135	23	9	-10	699	52.00
7376	5244	23	9	-11	699	7.00
7475	5345	24	9	-11	700	51.00
7579	5445	24	9	-11	700	51.00
7683	5554	24	9	-11	700	51.00
7783	5654	24	9	-11	700	51.00
7888	5754	24	9	-12	699	51.00
7992	5854	24	9	-13	700	51.00
8091	5954	24	9	-13	700	51.00
8196	6064	25	10	-13	701	51.00
8299	6173	25	11	-13	701	50.00
8419	6274	26	12	-13	700	50.00
8519	6383	26	12	-12	701	50.00
8623	6483	26	12	-12	700	51.00
8728	6583	26	11	-12	700	51.00
8811	6683	27	11	-12	700	51.00
8910	6784	27	11	-12	700	7.00
9026	6892	27	11	-13	700	51.00
9126	6992	27	11	-13	700	51.00
9225	7093	27	11	-13	700	51.00
9342	7202	27	11	-13	701	50.00
9442	7302	27	11	-13	700	50.00
9541	7402	28	11	-13	700	7.00
9657	7512	28	11	-13	700	50.00
9740	7612	28	11	-14	700	7.00
9856	7721	28	11	-14	700	51.00
9955	7822	29	11	-14	700	7.00
10071	7931	29	11	-13	700	51.00
10171	8031	29	11	-13	701	51.00
10271	8131	30	11	-13	700	51.00
10369	8231	30	11	-13	700	7.00
10469	8331	30	10	-13	701	51.00
10568	8431	30	10	-13	700	51.00
10685	8541	30	11	-13	701	51.00
10784	8650	30	11	-13	701	7.00
10883	8751	29	11	-13	701	51.00
11000	8860	29	11	-13	701	7.00
11099	8961	29	11	-13	701	51.00
11201	9070	30	11	-13	701	51.00
11529	9180	30	11	-12	701	51.00
11529	9280	30	11	-13	701	51.00
11529	9390	30	11	-12	700	53.00
