UnityMillis	ArduinoMillis	EDA	IBI	Distance
2495	442	-28	-9	0	703	7.00
2608	550	-27	-8	0	703	7.00
2707	651	-27	-8	0	703	7.00
2806	760	-26	-8	1	702	7.00
2906	861	-26	-8	1	702	7.00
3034	970	-25	-8	1	703	7.00
3455	1071	-25	-8	1	703	7.00
3455	1180	-25	-8	2	703	7.00
3455	1280	-24	-8	2	703	7.00
3455	1380	-24	-8	2	702	7.00
3536	1489	-23	-8	2	703	7.00
3641	1590	-23	-7	2	702	7.00
3757	1699	-23	-7	2	701	7.00
3846	1800	-22	-7	2	703	7.00
3969	1909	-22	-7	3	702	7.00
4069	2009	-21	-7	3	704	7.00
4159	2109	-21	-7	3	703	7.00
4280	2219	-21	-7	3	704	7.00
4364	2319	-20	-7	3	704	7.00
4489	2428	-20	-7	3	702	7.00
4579	2529	-19	-7	3	703	7.00
4695	2638	-19	-7	3	703	7.00
4785	2738	-18	-7	3	702	7.00
4892	2838	-18	-7	3	703	7.00
4997	2948	-18	-7	3	703	7.00
5108	3048	-17	-7	3	703	7.00
5213	3158	-17	-7	3	703	7.00
5312	3258	-16	-7	3	703	7.00
5419	3367	-16	-7	3	703	7.00
5528	3467	-16	-7	3	703	7.00
5619	3567	-15	-7	3	703	7.00
5724	3677	-15	-7	3	703	7.00
5829	3777	-14	-7	3	703	7.00
5946	3887	-14	-7	3	702	7.00
6035	3987	-14	-7	3	703	7.00
6158	4097	-13	-7	3	702	7.00
6257	4206	-13	-7	3	702	7.00
6360	4306	-12	-7	3	703	7.00
6463	4406	-12	-7	3	703	7.00
6562	4506	-12	-7	3	703	7.00
6664	4616	-11	-7	3	703	7.00
6764	4716	-11	-7	3	701	7.00
6880	4826	-10	-7	3	703	54.00
6997	4935	-10	-7	3	703	7.00
7098	5036	-10	-8	3	703	7.00
7197	5145	-9	-7	2	703	7.00
7314	5255	-8	-19	4	702	7.00
7415	5355	-8	-31	6	703	7.00
7514	5465	-8	-30	6	703	7.00
7614	5565	-7	-31	6	703	7.00
7730	5675	-7	-29	6	703	7.00
7846	5784	-5	-11	3	703	7.00
7939	5884	-5	6	0	703	7.00
8039	5984	-2	24	-3	703	7.00
8139	6084	1	38	-6	703	7.00
8254	6194	7	47	-7	703	7.00
8354	6294	9	49	-7	702	7.00
8453	6404	7	45	-6	702	7.00
8569	6513	8	44	-6	703	7.00
8669	6614	6	38	-4	703	7.00
8784	6723	1	24	-3	703	7.00
8884	6823	-2	4	0	703	7.00
8983	6923	-3	-3	3	702	7.00
9083	7023	-3	-5	3	703	7.00
9199	7133	-3	-14	3	703	7.00
9298	7242	-3	-22	4	704	7.00
9397	7343	-3	-29	5	703	7.00
9513	7452	-4	-43	8	703	7.00
9613	7553	-6	-52	11	702	7.00
9729	7662	-6	-56	12	703	7.00
9828	7773	-6	-60	13	703	7.00
9945	7881	-4	-54	11	702	7.00
10044	7982	-1	-25	4	703	7.00
10144	8091	0	-6	0	703	7.00
10244	8192	3	8	-2	703	7.00
10360	8301	1	1	-1	703	7.00
10459	8401	1	2	-1	703	7.00
10559	8501	1	3	-2	703	7.00
10658	8601	2	2	-2	703	7.00
10774	8711	4	6	-8	703	7.00
10874	8820	3	2	-15	703	7.00
10989	8921	3	-2	-24	702	7.00
11088	9030	1	-7	-30	702	7.00
11188	9131	0	-9	-31	702	7.00
11288	9231	1	-9	-27	703	7.00
11404	9339	6	-2	-9	703	7.00
11503	9440	6	2	1	703	7.00
11602	9549	6	5	7	703	7.00
11718	9650	6	7	12	703	7.00
11818	9759	8	8	15	703	7.00
11917	9860	8	9	16	703	7.00
12033	9969	7	11	17	702	7.00
12149	10079	8	8	11	703	7.00
12232	10179	7	0	2	702	7.00
12348	10289	7	-2	0	702	7.00
12465	10398	6	-8	-3	703	7.00
12565	10499	5	-12	-3	703	7.00
12664	10608	6	-10	-1	703	7.00
12779	10708	7	-11	0	703	7.00
12879	10808	8	-10	0	703	7.00
12962	10908	9	-8	0	703	7.00
13078	11008	9	-5	-1	703	7.00
13177	11108	10	-1	-2	702	7.00
13276	11217	10	-3	-1	703	7.00
13376	11318	10	-5	0	703	7.00
13492	11427	11	-8	0	703	7.00
13591	11527	11	-8	0	702	7.00
13690	11627	11	-8	0	702	7.00
13806	11737	12	-8	0	702	7.00
13906	11837	12	-8	0	702	7.00
14005	11947	13	-7	0	703	7.00
14121	12056	13	-6	0	702	7.00
14221	12156	14	-7	0	703	7.00
14320	12256	14	-8	0	704	7.00
14419	12356	14	-6	0	703	7.00
14536	12466	15	-5	0	704	7.00
14635	12566	16	-2	-1	703	7.00
14735	12676	16	-4	0	702	7.00
14834	12776	16	-6	0	702	7.00
14950	12886	16	-7	0	703	7.00
15066	12995	17	-7	0	703	7.00
15165	13095	17	-5	0	703	7.00
15265	13195	18	-3	0	702	7.00
15364	13295	18	-5	0	702	7.00
15464	13405	19	-6	0	702	7.00
15580	13514	19	-6	0	703	7.00
15679	13615	19	-7	0	703	7.00
15795	13724	20	-7	0	702	7.00
15894	13825	20	-6	0	702	7.00
16000	13934	21	-6	0	703	7.00
16116	14044	21	-6	0	703	7.00
16215	14144	21	-7	0	703	7.00
16315	14254	22	-7	0	703	7.00
16414	14354	24	-5	-1	703	7.00
16513	14454	24	-8	0	702	7.00
16614	14554	23	-6	3	703	7.00
16730	14663	23	-9	12	703	7.00
16830	14764	23	-10	20	703	7.00
16946	14873	24	-12	24	703	7.00
17045	14983	24	-6	27	703	7.00
17154	15083	29	-9	17	703	19.00
17253	15193	31	-10	0	702	7.00
17369	15302	32	-10	0	702	7.00
17469	15403	32	-10	0	703	7.00
17584	15512	33	-11	2	703	7.00
17684	15622	33	-12	2	702	7.00
17783	15722	35	-14	3	703	7.00
17899	15832	35	-17	0	703	7.00
17998	15932	32	-1	-31	702	7.00
18114	16041	35	14	-34	703	7.00
18215	16141	35	10	-35	702	7.00
18313	16241	36	10	-39	703	7.00
18413	16351	38	13	-41	703	7.00
18512	16451	40	18	-42	703	7.00
18628	16561	43	29	-40	702	7.00
18728	16661	41	10	-40	703	7.00
18844	16771	45	-21	-37	703	7.00
18943	16880	49	-31	-28	703	7.00
19059	16980	36	-7	-45	703	7.00
19142	17080	38	-11	-45	703	7.00
19241	17180	41	-7	-46	703	7.00
19351	17280	45	-10	-43	702	7.00
19451	17380	48	-8	-46	704	7.00
19567	17489	51	12	-48	703	7.00
19666	17590	55	12	-45	703	7.00
19766	17699	59	-1	-46	703	7.00
19865	17799	80	-34	-45	703	7.00
19965	17899	88	-39	-40	702	7.00
20064	17999	85	-48	-27	703	7.00
20164	18099	72	-35	-31	703	7.00
20263	18199	67	-20	-48	702	7.00
20379	18309	65	4	-52	703	7.00
20495	18419	58	16	-52	703	7.00
20595	18519	67	14	-56	702	7.00
20694	18628	72	-7	-50	702	7.00
20793	18728	79	-10	-47	703	7.00
20894	18828	103	-28	-48	703	7.00
21009	18928	100	-1	-49	703	7.00
21108	19038	90	29	-39	703	7.00
21224	19147	86	70	-18	703	7.00
21324	19248	90	87	-1	703	7.00
21423	19357	122	67	4	702	7.00
21522	19458	141	54	-14	703	7.00
21638	19567	133	58	-9	703	7.00
21754	19677	97	80	-2	703	7.00
21854	19777	93	87	0	703	7.00
21953	19887	122	56	-8	703	7.00
22069	19996	94	46	-15	703	7.00
22169	20097	86	43	-16	704	7.00
22285	20206	88	22	-19	703	7.00
22384	20306	88	13	-16	703	7.00
22483	20407	89	38	-27	703	7.00
22583	20515	93	54	-19	703	7.00
22683	20616	101	50	-11	703	7.00
