UnityMillis	ArduinoMillis	EDA	IBI	Distance
2546	441	8	28	-28	700	7.00
2651	550	8	28	-27	700	46.00
2760	650	7	27	-26	699	7.00
2859	750	7	26	-24	700	46.00
2965	860	7	25	-23	700	7.00
3068	960	7	25	-22	700	46.00
3184	1070	7	24	-21	700	7.00
3283	1170	6	20	-19	700	46.00
3385	1280	5	16	-16	700	7.00
3501	1389	4	14	-13	701	44.00
3594	1489	5	16	-11	700	7.00
3705	1589	6	19	-11	701	41.00
3804	1689	9	20	-10	701	41.00
3899	1789	10	20	-9	701	37.00
3992	1889	10	20	-9	701	35.00
4108	1998	10	19	-8	701	32.00
4213	2099	9	19	-8	701	30.00
4321	2208	8	17	-11	702	26.00
4421	2308	7	15	-14	702	24.00
4526	2408	4	14	-19	702	23.00
4624	2508	2	12	-25	703	22.00
4723	2608	0	11	-30	702	21.00
4812	2708	-1	10	-31	702	21.00
4911	2808	-3	9	-34	702	7.00
5016	2908	-3	8	-38	702	21.00
5122	3017	-3	6	-42	702	7.00
5221	3118	-2	6	-42	702	24.00
5327	3217	-1	5	-43	701	24.00
5432	3317	-1	4	-44	702	25.00
5531	3417	0	3	-44	702	26.00
5635	3517	0	2	-45	702	28.00
5741	3627	0	2	-45	702	30.00
5840	3727	1	1	-46	701	33.00
5942	3836	1	1	-46	701	33.00
6046	3936	1	1	-46	701	35.00
6145	4036	2	1	-45	702	36.00
6266	4146	3	2	-45	701	37.00
6356	4246	3	2	-44	701	37.00
6486	4356	4	3	-44	701	36.00
6571	4465	4	3	-43	701	36.00
6675	4566	5	3	-43	701	36.00
6795	4675	5	3	-42	701	36.00
6878	4775	6	3	-42	701	35.00
6984	4875	6	3	-42	702	36.00
7083	4975	6	3	-42	701	35.00
7203	5085	7	3	-41	702	35.00
7289	5185	7	4	-41	701	35.00
7406	5295	8	4	-41	701	35.00
7522	5404	8	4	-41	701	35.00
7622	5505	8	4	-41	701	35.00
7858	5614	9	4	-41	701	35.00
7858	5714	9	4	-41	701	35.00
