UnityMillis	ArduinoMillis	EDA	IBI	Distance
83056	137093	0	0	0	759	83.00
83056	137103	0	0	0	759	83.00
83056	137113	0	0	0	759	83.00
83087	137133	0	0	0	758	83.00
83087	137143	0	0	0	758	83.00
83105	137153	0	0	0	758	7.00
83120	137172	0	0	0	758	83.00
83137	137183	0	0	0	758	83.00
83137	137193	0	0	0	758	83.00
83154	137212	0	0	0	757	83.00
83170	137223	0	0	0	758	7.00
83187	137233	0	0	0	758	83.00
83204	137252	0	0	0	758	83.00
83220	137263	0	0	0	758	83.00
83220	137273	0	0	0	757	83.00
83236	137292	0	0	0	757	7.00
83253	137303	0	0	0	757	83.00
83270	137313	0	0	0	757	83.00
83287	137332	0	0	0	757	83.00
83287	137342	0	0	0	757	83.00
83303	137353	0	0	0	757	83.00
83319	137372	0	0	0	757	83.00
83336	137382	0	0	0	756	83.00
83336	137393	0	0	0	756	83.00
83369	137412	0	0	0	757	83.00
83369	137422	0	0	0	757	83.00
83386	137433	0	0	0	757	7.00
83402	137452	0	0	0	756	83.00
83419	137462	0	0	0	757	83.00
83419	137473	0	0	0	756	83.00
83436	137483	0	0	0	756	83.00
83453	137502	0	0	0	756	7.00
83469	137512	0	0	0	756	84.00
83469	137523	0	0	0	757	84.00
83502	137542	0	0	0	756	84.00
83502	137552	0	0	0	756	84.00
83519	137563	0	0	0	756	84.00
83536	137582	0	0	0	756	84.00
83536	137592	0	0	0	756	84.00
83551	137603	0	0	0	756	84.00
83568	137622	0	0	0	757	84.00
83584	137632	0	0	0	756	84.00
83584	137643	0	0	0	756	7.00
83617	137662	0	0	0	756	84.00
83617	137672	0	0	0	756	84.00
83634	137682	0	0	0	756	84.00
83651	137692	0	0	0	756	84.00
83651	137702	0	0	0	756	84.00
83667	137712	0	0	0	755	7.00
83667	137722	0	0	0	756	83.00
83684	137732	0	0	0	756	83.00
83700	137742	0	0	0	755	83.00
83700	137752	0	0	0	756	83.00
83717	137762	0	0	0	756	83.00
83717	137772	0	0	0	756	83.00
83734	137782	0	0	0	756	7.00
83750	137792	0	0	0	756	83.00
83750	137802	0	0	0	755	83.00
83767	137822	0	0	0	755	83.00
83793	137832	0	0	0	756	83.00
83793	137842	0	0	0	755	83.00
83810	137862	0	0	0	755	83.00
83827	137872	0	0	0	755	83.00
83827	137882	0	0	0	755	83.00
83860	137902	0	0	0	755	83.00
83860	137912	0	0	0	755	83.00
83876	137922	0	0	0	755	7.00
83893	137942	0	0	0	754	83.00
83909	137952	0	0	0	755	83.00
83909	137962	0	0	0	755	83.00
83926	137981	0	0	0	755	83.00
83943	137992	0	0	0	754	7.00
83959	138002	0	0	0	755	83.00
83977	138021	0	0	0	755	83.00
83977	138032	0	0	0	755	83.00
83992	138042	0	0	0	755	83.00
84009	138061	0	0	0	755	7.00
84026	138072	0	0	0	754	84.00
84042	138082	0	0	0	754	84.00
84059	138102	0	0	0	753	84.00
84059	138112	0	0	0	754	84.00
84075	138122	0	0	0	754	84.00
84092	138141	0	0	0	753	84.00
84108	138151	0	0	0	752	84.00
84108	138162	0	0	0	751	84.00
84125	138182	0	0	0	748	84.00
84158	138202	0	0	0	742	7.00
84174	138221	0	0	0	735	83.00
84174	138231	0	0	0	730	83.00
84191	138242	0	0	0	726	83.00
84208	138261	0	0	0	719	83.00
84225	138271	0	0	0	716	7.00
84241	138281	0	0	0	713	83.00
84241	138292	0	0	0	710	83.00
84257	138301	0	0	0	708	83.00
84257	138311	0	0	0	707	83.00
84274	138321	0	0	0	706	83.00
84290	138332	0	0	0	704	83.00
84307	138351	0	0	0	703	83.00
84307	138361	0	0	0	703	83.00
84324	138372	0	0	0	703	83.00
84340	138391	0	0	0	702	83.00
84357	138401	0	0	0	702	83.00
84357	138412	0	0	0	703	7.00
84390	138431	0	0	0	702	83.00
84390	138441	0	0	0	703	83.00
84406	138451	0	0	0	702	83.00
84423	138461	0	0	0	703	83.00
84423	138471	0	0	0	703	83.00
84440	138481	0	0	0	702	7.00
84440	138491	0	0	0	702	83.00
84456	138501	0	0	0	702	83.00
84456	138511	0	0	0	702	83.00
84473	138521	0	0	0	702	83.00
84489	138531	0	0	0	700	83.00
84489	138541	0	0	0	702	83.00
84506	138551	0	0	0	702	7.00
84506	138561	0	0	0	703	83.00
84523	138571	0	0	0	702	83.00
84539	138591	0	0	0	702	83.00
84556	138601	0	0	0	703	83.00
84556	138611	0	0	0	703	83.00
84589	138631	0	0	0	703	83.00
84589	138641	0	0	0	703	83.00
84605	138651	0	0	0	703	83.00
84622	138671	0	0	0	703	83.00
84638	138681	0	0	0	703	83.00
84638	138691	0	0	0	703	7.00
84671	138711	0	0	0	703	84.00
84671	138721	0	0	0	703	84.00
84689	138731	0	0	0	703	84.00
84705	138752	0	0	0	703	7.00
84721	138771	0	0	0	703	83.00
84738	138790	0	0	0	703	83.00
84754	138801	0	0	0	703	83.00
84771	138811	0	0	0	703	83.00
84787	138830	0	0	0	703	83.00
84787	138841	0	0	0	703	83.00
84804	138851	0	0	0	703	83.00
84821	138870	0	0	0	703	83.00
84837	138881	0	0	0	704	83.00
84837	138891	0	0	0	704	7.00
84854	138910	0	0	0	704	83.00
84870	138920	0	0	0	704	83.00
84887	138931	0	0	0	701	83.00
84903	138950	0	0	0	703	83.00
84920	138960	0	0	0	704	7.00
84920	138971	0	0	0	704	83.00
84937	138990	0	0	0	704	83.00
84953	139000	0	0	0	705	83.00
84970	139011	0	0	0	704	83.00
84986	139030	0	0	0	704	7.00
84986	139040	0	0	0	704	83.00
85003	139051	0	0	0	704	83.00
85019	139070	0	0	0	704	83.00
85036	139080	0	0	0	704	83.00
85036	139090	0	0	0	705	83.00
85053	139101	0	0	0	705	7.00
85069	139111	0	0	0	704	83.00
